Ch_1,Ch_2,Ch_3,Ch_4,Sample
12.442,0.42984,9.2531,9.441,6736
22.151,10.506,13.684,17.357,6737
14.307,-3.9748,15.138,17.084,6738
25.499,6.6974,30.771,27.453,6739
20.471,-3.0652,20.843,21.095,6740
26.043,10.094,18.94,21.023,6741
21.89,2.6412,1.3978,5.8869,6742
24.355,15.02,-4.0496,2.4207,6743
9.6644,4.4153,-19.37,-12.201,6744
8.2113,10.568,-16.858,-8.1301,6745
8.9217,7.5109,-4.965,-3.2311,6746
11.217,2.5203,14.853,5.7398,6747
17.611,11.797,31.294,17.624,6748
8.8158,4.9704,17.499,9.725,6749
-0.43704,0.62615,2.1762,-6.9051,6750
-3.8665,-10.034,-2.6388,-14.405,6751
4.5086,-2.2563,2.19,-4.5688,6752
-0.47922,-16.781,-5.594,-5.9985,6753
9.4645,-0.21094,5.203,10.894,6754
13.366,3.6037,12.999,23.669,6755
29.095,18.617,35.866,45.046,6756
23.9,-5.7807,33.334,45.601,6757
37.757,8.2371,52.169,64.924,6758
29.948,-5.4632,51.44,60.424,6759
24.709,-8.8695,42.432,51.625,6760
10.922,-18.031,33.146,45.39,6761
-1.4665,-24.766,27.366,37.65,6762
5.4053,-12.652,25.33,33.311,6763
9.1993,-7.5745,28.443,31.742,6764
-4.5933,-24.848,21.656,30.568,6765
-4.221,-28.484,15.696,29.855,6766
19.408,14.879,11.532,18.303,6767
8.0552,-0.11428,1.2004,6.7753,6768
0.38365,-6.6646,11.442,13.52,6769
-9.5026,-12.135,6.6445,4.5114,6770
-6.0382,0.44194,9.2244,-1.5582,6771
-10.509,-3.9151,-8.6645,-19.523,6772
-8.8631,1.9167,-13.473,-22.4,6773
-14.518,-8.6613,-15.433,-23.038,6774
-11.487,5.8312,-12.373,-17.037,6775
-21.231,-11.173,-27.889,-30.597,6776
-13.853,2.1699,-18.246,-28.573,6777
-22.942,-3.3363,-28.19,-38.901,6778
-20.106,-8.832,-26,-34.109,6779
-15.913,-3.7316,-18.244,-27.151,6780
-24.876,-15.935,-27.318,-31.654,6781
-26.866,-8.3091,-27.616,-36.849,6782
-26.038,-11.938,-30.604,-41.233,6783
-14.248,-3.4004,-27.011,-36.333,6784
-27.767,-9.5865,-42.723,-54.26,6785
-21.82,6.4928,-40.269,-54.054,6786
-23.89,-9.7705,-38.103,-50.994,6787
-21.04,0.99968,-31.534,-44.679,6788
-28.713,-9.3748,-37.801,-54.401,6789
-20.37,1.5849,-25.188,-42.729,6790
-17.198,-1.2805,-25.654,-40.88,6791
-10.613,4.0719,-19.058,-32.894,6792
-18.76,-4.1122,-27.22,-34.248,6793
-25.195,-7.5853,-38.229,-43.789,6794
-30.411,-11.896,-43.296,-48.396,6795
-19.155,-0.49984,-32.74,-33.296,6796
-8.17,12.276,-22.489,-17.993,6797
-8.3209,-1.5229,-20.788,-11.987,6798
-2.5233,12.39,-11.224,-3.4506,6799
1.154,6.6267,-6.0364,0.99032,6800
19.779,22.566,4.1568,11.936,6801
18.061,19.089,5.65,14.447,6802
16.4,23.229,7.0335,15.601,6803
2.9345,8.1667,-9.543,-6.5359,6804
14.083,21.275,2.308,-2.8305,6805
2.465,8.7708,-14.03,-17.079,6806
-0.16796,13.38,-18.79,-22.4,6807
-0.81786,11.071,-20.856,-23.245,6808
0.46553,14.202,-23.46,-20.509,6809
3.3275,13.158,-18.446,-15.897,6810
7.3967,12.145,-10.894,-11.537,6811
0.26225,7.0567,-16.258,-12.147,6812
6.6481,2.9416,-4.9472,1.1254,6813
9.4536,9.5263,0.41688,5.1671,6814
-3.3443,-4.8575,-8.4387,-1.7966,6815
1.2791,4.6915,4.3935,6.9502,6816
0.89036,-1.2149,14.925,13.141,6817
10.093,7.0963,33.4,30.701,6818
-5.8945,-9.0358,25.111,26.045,6819
-1.962,-6.1583,33.74,36.361,6820
-2.0637,-15.041,24.199,28.602,6821
-1.4289,-8.3567,21.189,29.811,6822
-11.742,-22.411,9.4975,26.608,6823
1.1812,-2.7714,16.337,31.185,6824
5.5621,-5.5531,26.295,37.855,6825
9.444,-6.5812,29.87,39.682,6826
13.904,-0.41922,32.15,36.511,6827
16.697,-2.693,39.887,43.001,6828
8.0444,-2.3155,31.597,37.029,6829
-1.6554,-11.327,23.621,30.43,6830
2.3601,-2.926,26.204,33.889,6831
-8.4693,-16.43,9.0404,19.589,6832
0.93565,3.4379,11.962,24.728,6833
0.2502,-4.0029,5.5491,19.64,6834
1.0847,-4.1589,7.096,17.754,6835
-7.6235,-14.182,0.94795,10.164,6836
0.82808,-1.8889,5.4225,14.895,6837
-14.171,-16.994,-7.0067,0.93002,6838
-4.1539,-1.5566,7.1462,5.7853,6839
8.8056,2.3712,18.75,10.073,6840
1.5538,-5.2084,14.079,3.0891,6841
-4.6764,-2.7003,0.17733,-5.1652,6842
-6.7298,-6.9016,-4.7803,-6.501,6843
-17.477,-8.3735,-12.027,-18.127,6844
-16.892,-12.192,-9.9867,-13.862,6845
-5.8828,-1.6924,-6.215,-0.95473,6846
-8.7321,-6.2722,-12.574,-6.3083,6847
-4.5306,3.5036,-12.852,-10.038,6848
-14.874,-11.352,-22.037,-17.127,6849
-24.548,-18.752,-22.589,-18.158,6850
-8.332,6.8344,-27.706,-29.069,6851
15.643,33.108,-11.088,-11.955,6852
3.1219,0.76576,-11.435,-4.7738,6853
8.9766,6.0106,0.28287,5.33,6854
-3.9074,-3.8235,-11.406,-4.6892,6855
5.42,3.7432,0.75402,3.6221,6856
0.58333,-3.7409,-2.8924,-3.6489,6857
6.8547,4.6441,0.82078,2.3043,6858
11.153,9.1978,1.6755,4.0225,6859
5.119,2.5875,-0.83113,-2.264,6860
6.3524,9.3903,-0.3083,-4.1418,6861
5.4088,-0.18338,-10.838,-10.931,6862
8.6284,5.4967,-6.1315,-7.1197,6863
3.9867,5.1817,-10.643,-13.516,6864
4.8937,17.087,-7.4287,-9.7697,6865
-4.8085,3.0779,-12.219,-14.754,6866
9.0452,16.246,3.721,-1.8987,6867
4.4667,5.427,4.0327,-0.35322,6868
7.213,7.6909,12.557,8.8266,6869
-0.77502,-6.8555,5.7995,1.5328,6870
2.6738,6.6362,8.1741,1.7523,6871
-8.479,1.8465,-5.252,-8.4709,6872
2.8782,7.1805,3.5726,4.6896,6873
-1.4907,0.82062,-2.5224,2.3477,6874
-10.722,-3.1346,-9.7669,-8.6039,6875
-9.895,-3.4675,-11.852,-13.312,6876
-14.784,-8.2657,-19.895,-19.718,6877
-8.1999,11.417,-17.401,-16.299,6878
-8.6927,4.0802,-23.852,-18.995,6879
-8.5245,5.8729,-18.005,-15.255,6880
-14.397,-2.555,-11.79,-13.044,6881
-9.016,5.187,-3.8154,-9.391,6882
-17.956,-5.6102,-18.615,-17.462,6883
-5.0454,11.076,-10.435,-4.346,6884
-9.7442,-1.3294,-10.998,-8.3856,6885
-8.5535,9.9746,-2.9395,-5.4828,6886
-13.604,-0.1353,-7.7048,-15.608,6887
-9.1603,5.0713,-1.4018,-14.135,6888
-12.821,6.9388,-11.864,-16.348,6889
-9.8773,6.016,-13.364,-8.2125,6890
-6.5627,11.695,-10.601,-4.5346,6891
-1.9977,16.188,-6.0766,-5.4082,6892
-8.7311,12.733,-11.377,-12.085,6893
-13.546,5.4924,-15.873,-10.423,6894
-13.457,13.42,-10.826,-5.4745,6895
-23.722,-4.7355,-15.264,-10.003,6896
-9.3075,10.337,3.8612,9.4154,6897
-11.745,10.648,-0.40853,10.26,6898
2.7133,20.513,9.5463,17.658,6899
0.1635,9.4196,4.483,3.1113,6900
-2.2798,16.847,0.78487,-1.0609,6901
-9.7366,-1.4174,-12.85,-8.9652,6902
4.5437,21.322,-6.883,-3.7355,6903
4.922,21.945,-5.489,-5.2629,6904
9.0004,22.853,3.4501,0.26341,6905
0.68457,16.588,-0.64146,-4.9342,6906
-7.2366,6.6482,-2.2571,-6.9904,6907
-9.7659,7.8747,-7.0745,-9.0787,6908
-16.022,-1.168,-16.225,-18.929,6909
-5.3605,9.4578,-3.8097,-10.596,6910
-6.4502,4.6648,-3.759,-10.443,6911
1.2297,17.716,5.1684,-0.40323,6912
6.4799,8.9286,13.99,13.146,6913
4.3964,13.863,14.064,18.168,6914
-0.71747,-1.3642,4.7808,11.842,6915
23.47,15.728,27.685,33.467,6916
28.218,16.399,35.149,41.186,6917
36.372,19.668,45.888,52.63,6918
28.648,11.797,38.479,45.554,6919
37.092,24.383,49.345,47.831,6920
29.816,12.389,43.939,34.665,6921
21.729,14.017,38.098,27.136,6922
20.638,10.963,35.519,28.488,6923
22.53,5.9217,36.746,34.925,6924
15.419,6.486,25.477,25.304,6925
4.7512,-5.7451,14.66,14.626,6926
12.449,14.574,20.974,20.206,6927
-4.2118,-10.015,12.613,17.409,6928
-1.8598,-5.6945,24.931,30.177,6929
8.9999,10.877,18.303,17.251,6930
27.208,24.643,27.194,24.074,6931
18.457,2.2329,23.781,20.082,6932
24.295,15.284,34.093,28.403,6933
18.169,3.3647,29.814,29.202,6934
9.6314,4.0745,22.79,23.584,6935
-1.8169,-3.3313,11.488,9.9337,6936
-8.2803,-13.545,7.323,3.4483,6937
-22.261,-18.162,-7.4943,-8.3734,6938
-22.537,-13.327,-7.3374,-2.4976,6939
-19.956,-12.246,-7.5216,-3.9542,6940
-18.058,-9.8461,-10.322,-8.8338,6941
-16.402,-5.2183,-11.685,-11.876,6942
-13.944,-11.546,-4.3371,-9.2073,6943
6.7392,4.3761,25.132,14.738,6944
-3.6998,-9.5585,24.344,11.954,6945
4.2978,9.1888,32.912,19.425,6946
2.7951,-1.8118,19.145,9.1204,6947
7.5085,-6.2147,22.947,11.908,6948
0.91945,-25.557,15.692,7.0639,6949
1.8902,-9.4429,9.3775,8.9212,6950
1.4147,-13.209,-4.2123,-4.3466,6951
19.44,-20.968,4.5148,1.8281,6952
32.677,-43.342,4.3002,4.3861,6953
52.382,-40.799,10.207,8.4502,6954
65.666,-28.765,15.929,13.489,6955
65.003,-29.276,5.9907,6.1584,6956
57.36,-26.849,-7.7227,-7.1039,6957
46.631,-29.581,-14.02,-14.69,6958
47.949,-19.195,-5.4566,-7.1352,6959
41.089,-24.905,-7.4511,-6.1102,6960
40.967,-6.732,-2.2239,2.8514,6961
26.755,-18.134,-13.199,-9.4267,6962
30.58,-1.2754,-8.506,-5.5172,6963
23.048,-11.045,-13.647,-5.6377,6964
26.417,2.4281,-11.755,0.52175,6965
10.165,-6.7618,-30.285,-13.969,6966
1.036,-7.6495,-32.267,-19.126,6967
-1.5127,-12.26,-25.461,-15.065,6968
7.5536,-0.6534,-14.667,-7.9116,6969
6.1395,0.78437,-19.901,-13.536,6970
13.672,3.157,-2.7717,3.3282,6971
9.7009,8.1068,-5.8009,0.61682,6972
0.0048171,4.306,-21.414,-14.809,6973
-4.5292,8.9642,-27.984,-24.554,6974
-12.57,-2.3202,-35.627,-28.704,6975
10.995,18.79,-16.83,-8.1629,6976
1.6747,4.9872,-22.186,-19.992,6977
-4.7238,13.554,-23.424,-24.217,6978
-10.705,6.3096,-31.772,-28.903,6979
0.049484,16.16,-21.89,-18.337,6980
4.7912,14.858,-16.491,-16.347,6981
3.3722,13.054,-11.864,-12.068,6982
-8.3552,3.9174,-27.08,-19.172,6983
-2.6434,14.053,-18.791,-9.5003,6984
-5.7198,8.3955,-21.942,-14.553,6985
-0.16152,23.091,-14.332,-6.7725,6986
-10.422,11.39,-20.602,-14.653,6987
-20.406,-5.4776,-28.946,-27.448,6988
-8.9795,13.199,-18.202,-20.559,6989
-4.4022,7.9374,-9.9112,-15.411,6990
-4.8051,16.124,-9.6171,-13.168,6991
-13.525,10.895,-25.725,-26.117,6992
-2.6487,22.53,-19.323,-15.717,6993
-7.1534,11.249,-16.737,-10.161,6994
-9.2447,16.539,-16.988,-8.0891,6995
-11.053,10.594,-23.09,-11.923,6996
0.75268,21.024,-7.6424,-2.0098,6997
-11.09,10.891,-22.435,-16.69,6998
-4.3012,22.711,-13.144,-11.727,6999
-9.3849,16.689,-16.815,-11.942,7000
-9.3572,18.914,-13.057,-7.5066,7001
-10.901,17.034,-15.448,-16.603,7002
-9.9723,17.997,-14.871,-17.408,7003
-6.1901,19.457,-11.882,-9.9014,7004
-4.4726,17.975,-1.873,3.5933,7005
-0.54373,28.728,1.3143,3.0037,7006
-4.531,19.37,-2.1584,-1.5816,7007
-1.2473,25.438,5.7484,7.2211,7008
-1.6379,22.655,1.1749,5.898,7009
4.5148,37.786,6.6813,10.394,7010
-10.826,20.151,-6.668,0.33897,7011
-15.571,21.528,-16.019,-6.73,7012
-23.374,11.827,-22.708,-17.849,7013
-7.3498,25.1,-12.11,-12.053,7014
-12.264,23.731,-19.632,-21.638,7015
-7.6894,26.074,-15.509,-19.197,7016
-0.34113,24.608,-16.253,-19.528,7017
-2.6579,32.605,-18.185,-21.049,7018
4.2475,39.274,-11.483,-15.778,7019
-23.541,-18.414,-9.3907,-8.6038,7020
-27.694,-22.583,-16.285,-10.439,7021
-27.721,-22.536,-17.698,-9.9438,7022
-29.685,-32.61,-14.442,-7.8234,7023
-20.496,-21.08,-5.7917,0.97065,7024
-26.742,-32.673,-8.7463,-4.1739,7025
-27.56,-25.372,-6.8723,-10.314,7026
-38.186,-38.156,-14.155,-14.905,7027
-37.721,-43.876,-4.6359,-2.7685,7028
-37.241,-44.051,-2.6474,2.7464,7029
-19.396,-23.668,14.526,19.715,7030
-21.828,-23.843,20.314,18.7,7031
-27.95,-34.308,13.21,11.362,7032
-19.405,-25.994,19.439,18.861,7033
-14.982,-23.939,8.89,6.8944,7034
-15.453,-16.676,4.2556,-3.0905,7035
-22.056,-29.129,-4.688,-13.681,7036
-7.5513,-14.049,3.6908,-4.6286,7037
-6.9099,-22.037,4.4831,-4.6238,7038
2.4113,-10.576,17.188,4.8558,7039
-5.588,-19.464,4.8459,-5.6886,7040
-5.674,-12.881,1.874,-7.3028,7041
-13.067,-19.951,-10.305,-18.961,7042
-17.412,-23.201,-15.789,-23.722,7043
-24.95,-27.492,-24.66,-27.676,7044
-13.018,-11.274,-10.83,-13.958,7045
-18.816,-22.856,-11.479,-18.28,7046
-12.93,-22.042,-8.5284,-13.55,7047
-7.0294,-10.861,-4.5929,-6.1446,7048
-17.137,-22.481,-15.995,-15.056,7049
-4.4008,-6.2879,0.77213,-1.1742,7050
-3.6049,-13.582,9.0992,8.4348,7051
1.6987,-2.1663,13.764,12.804,7052
-5.5828,-13.184,1.2439,0.87226,7053
-3.8644,-2.1066,2.1072,-1.2674,7054
-4.7553,-7.7011,-2.2075,-9.3358,7055
-1.1045,-7.2841,0.29854,-7.1483,7056
-3.3406,-11.378,0.35988,-2.9907,7057
10.194,6.3111,18.854,18.049,7058
3.6075,-4.8494,18.368,18.455,7059
6.9948,-0.17015,23.174,24.9,7060
-0.82815,-7.0549,19.761,20.191,7061
7.8583,-4.7666,35.22,30.607,7062
13.545,-2.2696,34.411,27.778,7063
-0.9447,-19.055,12.876,7.9718,7064
-7.6646,-10.938,10.608,4.4058,7065
-12.124,-14.407,3.417,-5.7123,7066
-3.5707,-8.6144,-0.61394,-9.2038,7067
4.9278,-10.151,4.8836,-0.21743,7068
10.763,-0.29037,16.881,11.398,7069
-6.2882,-16.62,1.6021,-3.5324,7070
-1.4772,-2.5038,2.2579,-7.021,7071
-14.647,-19.136,-11.834,-20.176,7072
3.7709,-1.0972,10.718,0.62116,7073
2.5097,-8.5895,12.808,5.2771,7074
-4.2725,-13.904,12.205,8.1677,7075
-0.95175,-13.682,13.708,11.101,7076
11.601,-7.2203,21.714,22.72,7077
19.748,-2.4906,29.161,28.529,7078
9.4242,-13.786,25.083,27.319,7079
-1.7625,-14.414,19.63,24.03,7080
-5.3058,-15.22,15.733,20.567,7081
-7.9438,-12.062,9.2033,15.818,7082
-12.714,-19.73,1.6214,7.0541,7083
-0.02305,1.0868,13.246,12.976,7084
-4.8288,-4.1037,11.124,9.1492,7085
-6.2632,-4.1584,12.829,6.7829,7086
-15.225,-21.586,-0.31337,-6.1511,7087
-2.0893,-0.32869,8.4907,6.3248,7088
-0.057142,-4.3272,4.0193,5.6567,7089
5.2634,1.5264,10.7,13.18,7090
-4.0608,-6.8448,0.21154,2.1563,7091
-2.3047,-7.2933,-4.0923,-1.8735,7092
-6.8104,-9.841,-11.261,-4.1893,7093
4.4686,-4.8746,5.2602,14.436,7094
10.637,-2.1146,15.294,19.478,7095
8.5906,-2.2724,12.372,14.469,7096
14.961,3.2365,15.763,18.756,7097
13.605,0.33736,15.837,16.502,7098
16.389,14.506,23.941,18.476,7099
-3.9157,-7.4187,-6.1129,-13.443,7100
4.1463,7.4163,-7.6856,-15.709,7101
13.229,13.994,0.92119,-5.477,7102
15.376,20.472,1.2033,-3.2046,7103
7.7065,9.0624,-9.4668,-9.9234,7104
24.243,26.287,6.0764,2.3042,7105
20.609,15.291,-3.419,-6.7762,7106
17.938,18.074,-8.6055,-11.076,7107
6.8066,6.5447,-14.899,-14.341,7108
14.823,19.68,-0.22029,3.1407,7109
10.946,12.482,-1.7097,1.8727,7110
8.1028,1.3898,-2.9554,-0.69846,7111
4.8256,8.6878,0.36668,-3.1127,7112
-8.7714,-3.7383,-12.954,-15.852,7113
-10.604,1.6022,-17.893,-17.05,7114
-11.649,-6.7915,-19.822,-15.841,7115
-1.4329,7.3333,-21.662,-18.139,7116
-8.9849,0.2794,-41.56,-39.155,7117
6.6161,21.032,-22.804,-25.039,7118
-1.1581,9.6,-23.076,-23.351,7119
5.2162,17.319,-1.5847,-1.3186,7120
-2.0717,-1.6905,2.6339,-1.6419,7121
9.9519,9.9267,12.891,5.3982,7122
10.589,11.418,17.229,11.071,7123
14.141,12.393,26.54,17.883,7124
23.916,12.058,35.724,23.754,7125
20.046,9.3787,32.963,24.093,7126
18.912,12.742,27.85,21.356,7127
27.973,8.9749,30.446,22.103,7128
19.415,8.9808,25.572,18.765,7129
10.089,-0.056152,14.741,13.579,7130
15.084,12.764,10.275,11.58,7131
6.5385,7.5544,-7.0887,-2.9039,7132
17.913,15.752,0.2351,1.8337,7133
17.191,9.3116,7.8668,7.7872,7134
26.589,26.32,21.052,16.111,7135
19.025,14.759,5.7627,-1.7094,7136
25.638,24.401,13.437,8.3743,7137
16.757,8.9897,8.1575,5.7197,7138
19.794,11.318,7.9759,7.1875,7139
17.641,6.7868,9.728,11.151,7140
19.284,12.968,20.43,26.663,7141
9.0872,6.735,11.226,21.039,7142
0.8616,-7.6767,4.5074,16.219,7143
6.2005,-4.3092,8.0327,23.871,7144
0.74543,-10.5,-4.3601,10.027,7145
0.029239,-3.3311,-2.9976,7.9708,7146
-0.65167,-4.1087,-2.6754,7.4576,7147
2.3111,9.2806,-5.525,-2.7065,7148
-4.0699,-5.7505,-14.371,-10.292,7149
-6.056,-2.0774,-18.785,-8.9386,7150
-15.357,-11.297,-25.614,-14.27,7151
3.9225,9.9606,-5.1994,3.617,7152
-6.0502,-0.29172,-15.497,-9.3797,7153
-3.0015,3.2404,-5.3065,-3.4112,7154
1.6894,2.2905,-2.3951,-1.5829,7155
10.688,10.775,6.2726,6.3458,7156
6.6672,3.2945,5.0376,7.8163,7157
-0.94228,-3.0188,4.4343,5.2756,7158
-2.9083,-3.144,4.6909,0.94516,7159
-7.988,-10.862,-0.87279,-0.030641,7160
-8.3778,-7.4036,-2.4103,-2.1578,7161
-14.077,-15.898,-5.0249,-5.8278,7162
-5.5642,1.1101,4.1158,-0.18529,7163
-16.274,-13.1,-16.306,-19.466,7164
-22.478,-11.512,-17.058,-17.154,7165
-15.892,-10.673,-9.8707,-8.1547,7166
-4.1029,-1.7417,2.5271,0.32848,7167
-1.8444,-2.5125,1.8922,-2.1994,7168
12.1,9.1694,12.118,6.9388,7169
3.4644,-2.5322,7.6571,3.3977,7170
11.12,7.4149,16.924,10.649,7171
6.9644,4.7702,11.834,2.9677,7172
11.944,9.5968,19.222,13.733,7173
18.914,4.0679,27.726,22.23,7174
16.391,4.5432,21.221,18.937,7175
10.34,7.9691,14.594,12.259,7176
15.068,1.5073,17.804,14.955,7177
21.377,13.447,23.517,21.797,7178
5.4345,-0.5076,12.578,11.169,7179
6.0212,5.5844,13.269,9.8436,7180
2.1656,4.7271,2.9859,-0.24638,7181
3.8887,15.453,0.39265,-0.37361,7182
-1.8114,5.9455,-7.0958,-4.8037,7183
5.7245,20.123,4.7778,2.9058,7184
-9.9144,2.227,-9.0312,-12.248,7185
-2.2706,6.1343,-2.8227,-1.7319,7186
1.7198,6.4774,1.8458,4.4302,7187
16.526,22.209,17.715,17.874,7188
8.6749,16.705,7.0415,8.7874,7189
0.61688,8.2529,-0.23936,0.26633,7190
11.739,15.165,12.95,13.255,7191
14.892,11.737,17.228,22.01,7192
13.393,14.365,13.675,19.436,7193
4.0585,0.12241,7.2276,9.3995,7194
0.73276,8.3117,6.1392,7.5479,7195
-10.898,-5.7875,-6.3249,-0.074787,7196
0.38719,-4.1571,8.895,16.9,7197
6.3259,2.6186,19.56,27.024,7198
18.373,17.785,36.838,41.081,7199
12.626,0.46212,26.312,27.112,7200
7.4968,8.3009,23.867,17.5,7201
-2.9466,-0.42438,16.39,11.717,7202
0.57209,1.4564,17.357,14.594,7203
-11.651,-9.1913,-1.069,-1.9918,7204
-30.554,-26.882,-20.971,-20.772,7205
-38.18,-28.195,-38.371,-37.988,7206
-12.751,6.4264,-29.289,-32.03,7207
-4.1626,6.6494,-14.295,-20.364,7208
-13.257,-11.418,-14.791,-22.4,7209
-13.082,-3.1657,-17,-25.099,7210
-27.197,-21.295,-24.589,-30.248,7211
-32.144,-22.757,-22.904,-27.127,7212
-34.558,-34.847,-31.46,-30.655,7213
-25.243,-14.795,-20.521,-17.522,7214
-28.882,-25.174,-24.646,-18.265,7215
-19.412,-10.025,-21.791,-13.583,7216
-25.532,-19.123,-31.269,-18.813,7217
-13.927,-8.4794,-18.225,-9.2663,7218
-18.301,-11.062,-20.09,-13.701,7219
-15.482,-17.233,-20.586,-14.419,7220
-8.5173,-6.4667,-21.912,-19.718,7221
-11.195,-7.2094,-20.111,-18.221,7222
-3.9191,-8.1038,-7.8687,-2.6558,7223
1.5358,-1.9242,8.1443,17.343,7224
-5.3449,-8.4442,4.4521,12.902,7225
-7.6599,-16.62,-7.3111,0.727,7226
-3.9585,-2.9761,-2.5774,6.3888,7227
-5.3426,-15.369,-8.9113,2.3874,7228
4.8624,1.2711,-1.5423,11.258,7229
-3.4064,-9.4395,-11.589,-1.0869,7230
3.8736,3.584,-12.032,-5.9227,7231
0.010373,-0.21937,-12.902,-8.5749,7232
6.0595,7.3007,1.3251,-2.1816,7233
-4.8764,-6.3305,-4.1394,-13.663,7234
-2.2715,-2.1844,5.5989,-11.455,7235
3.6216,0.23504,11.715,-2.7574,7236
18.734,10.21,28.469,23.389,7237
19.853,11.092,31.479,30.022,7238
9.3167,-4.558,22.888,24.101,7239
6.7269,1.9042,16.221,15.122,7240
-0.77852,-7.2705,0.24664,1.3085,7241
0.085674,-3.8011,-1.7693,3.0115,7242
-1.6242,-2.4885,-1.8752,3.8772,7243
0.62017,-1.1731,2.6668,5.3074,7244
-15.514,-18.113,-15.199,-11.841,7245
0.47973,6.4205,-5.807,-5.5057,7246
5.6098,3.0313,-5.3076,-8.7639,7247
6.5642,7.5178,-2.0415,-5.0935,7248
6.8845,-2.4665,6.8698,4.4738,7249
16.088,11.171,26.475,25.666,7250
14.349,5.221,19.776,24.959,7251
19.577,10.461,21.296,26.988,7252
8.3186,6.9195,8.1098,12.98,7253
-0.72227,-5.5071,-1.1946,6.8475,7254
2.2604,-0.6069,-3.2656,5.2788,7255
9.7277,1.1071,1.3935,8.4305,7256
15.196,6.671,11.716,14.486,7257
5.6193,3.4567,-3.7908,-3.7815,7258
7.8303,17.539,-4.2592,-3.2213,7259
-3.4092,-2.4873,-9.9659,-8.7121,7260
4.9883,6.8388,-0.019362,-2.5591,7261
12.956,8.4624,10.526,7.4386,7262
15.514,14.042,16.439,14.47,7263
-7.5837,-8.1287,-9.4477,-3.6506,7264
-3.9766,0.55771,-8.0173,1.3068,7265
-1.2159,-11.361,-6.9623,5.2393,7266
-0.19673,-9.1311,-0.76704,12.29,7267
-1.7572,3.0364,-6.8065,4.9243,7268
-1.6724,5.9743,-9.9529,0.65293,7269
-6.3938,5.4036,-14.481,-8.9556,7270
-1.4235,11.901,-16.889,-12.003,7271
-1.6592,9.6831,-14.543,-9.0573,7272
-1.2238,4.431,-3.2088,-3.0651,7273
16.503,23.149,15.193,12.579,7274
12.228,12.214,7.3849,3.9446,7275
9.2618,13.804,4.9409,1.2191,7276
6.1123,2.694,6.8471,5.4856,7277
11.205,14.737,12.505,11.609,7278
-7.5568,-5.8538,-6.9312,-4.6705,7279
2.3338,6.9334,3.7411,8.3065,7280
-3.8405,-3.2429,-7.3369,-5.0163,7281
-3.8431,0.16041,-6.9209,-11.009,7282
-7.4233,0.7253,-12.73,-14.063,7283
-7.9468,4.2523,-21.453,-21.672,7284
-1.2891,8.2251,-19.017,-20.128,7285
11.389,16.607,1.01,-3.3466,7286
8.8441,20.249,-2.5899,-7.7388,7287
0.081582,10.97,-16.861,-20.901,7288
-6.317,10.225,-21.239,-29.391,7289
-9.4371,5.4178,-17.722,-24.192,7290
-2.4733,18.042,-10.125,-11.473,7291
-12.051,1.0215,-20.366,-22.473,7292
1.4558,14.484,-9.4823,-15.218,7293
-2.3104,0.62497,-17.191,-26.255,7294
3.1051,15.598,-10.189,-23.301,7295
6.0954,13.564,-10.346,-19.7,7296
4.4077,13.642,-17.533,-24.194,7297
-17.232,-0.89972,-42.007,-46.983,7298
3.2073,9.5118,-12.901,-20.263,7299
-7.463,-9.1208,-9.0437,-19.302,7300
0.96104,9.8105,-6.1658,-16.193,7301
22.077,36.031,11.143,6.8658,7302
11.285,8.7459,13.526,12.693,7303
13.86,10.133,20.311,21.412,7304
14.914,11.43,19.288,23.42,7305
20.109,18.44,21.531,26.716,7306
16.884,9.0029,20.414,27.765,7307
21.838,19.344,23.954,23.442,7308
2.2805,-0.48562,6.4286,0.12508,7309
4.636,7.1713,5.8547,3.182,7310
-0.20092,-4.3446,-3.8905,-5.5495,7311
0.42494,1.8714,4.6941,-3.2511,7312
-9.0002,-8.3124,-0.92804,-10.475,7313
-10.167,-6.77,-2.2484,-14.928,7314
-13.968,-12.708,-3.7317,-20.715,7315
-0.9871,-4.4063,15.82,-4.0618,7316
-0.83145,-3.4679,17.101,3.5419,7317
-6.6873,-6.8663,4.1216,-2.1401,7318
-4.9056,-1.5186,-1.8461,-7.2435,7319
-14.58,-8.2406,-9.6047,-15.49,7320
-22.72,-10.08,-14.431,-21.919,7321
-18.186,-18.933,-9.6926,-13.567,7322
-10.854,-8.7542,-3.0556,-3.5666,7323
-16.483,-18.293,-9.9714,-8.3844,7324
8.0589,6.7538,14.163,11.056,7325
3.5264,1.0705,13.138,5.5392,7326
2.1241,2.9215,14.778,1.6125,7327
-0.68237,-7.5314,2.1895,-7.8257,7328
0.82025,-0.28339,2.0098,-3.571,7329
0.099453,-6.4122,5.623,1.9486,7330
7.5327,2.5802,14.863,10.847,7331
-9.1342,-4.6335,-0.94576,-8.0949,7332
-14.832,-5.7971,-6.6196,-13.228,7333
-20.694,-9.8421,-14.131,-14.741,7334
-12.681,-9.147,-6.4248,-3.0685,7335
4.5548,5.1541,13.271,16.521,7336
4.2078,-0.43405,15.008,17.975,7337
0.49039,2.7118,15.25,13.804,7338
-14.568,-12.56,-4.2118,1.1712,7339
-10.136,-6.6617,0.49896,13.659,7340
-16.811,-19.123,0.23649,10.06,7341
-8.1305,-3.873,6.3913,9.3487,7342
-12.51,-11.383,0.021717,-1.6942,7343
0.029473,4.2543,11.266,5.5951,7344
-4.1388,-6.7677,4.6879,2.8642,7345
