Ch_1,Ch_2,Ch_3,Ch_4,Sample
-4.4791,-0.82801,-3.0564,16.182,4444
-27.385,-23.379,-19.423,-4.4352,4445
-20.185,-10.604,-14.061,-3.8017,4446
-24.08,-11.085,-20.507,-9.5349,4447
-30.735,-23.072,-23.296,-14.523,4448
-25.991,-15.485,-18.977,-17.089,4449
-34.472,-24.687,-30.06,-31.69,4450
-12.181,2.9048,-13.938,-13.058,4451
-13.06,-2.5819,-23.72,-14.789,4452
-7.4752,7.6898,-23.724,-14.262,4453
-7.3412,2.6625,-24.502,-15.854,4454
-0.62953,8.7408,-12.834,-7.4259,4455
2.7027,7.6588,-8.5135,-3.3028,4456
-5.8297,9.998,-18.614,-11.893,4457
-19.333,-8.1495,-35.127,-26.917,4458
-10.686,1.0968,-29.768,-23.117,4459
-13.112,0.28055,-33.855,-31.515,4460
-20.555,4.7569,-37.057,-35.917,4461
-34.144,-7.6402,-50.616,-46.614,4462
-27.298,-8.9432,-42.194,-39.981,4463
-18.953,5.3577,-33.022,-32.28,4464
-17.05,-1.1398,-24.286,-21.825,4465
-13.295,2.9219,-19.821,-12.98,4466
-11.901,5.3092,-21.712,-10.831,4467
-4.7235,13.159,-16.189,-3.9553,4468
-1.0456,4.9744,-12.896,-1.4617,4469
0.70263,15.279,-15.326,-7.3203,4470
-14.597,-2.2185,-33.321,-25.245,4471
-2.1445,13.02,-17.526,-15.563,4472
-13.341,3.5554,-29.733,-30.94,4473
-24.529,-3.251,-32.465,-37.074,4474
-20.715,-1.5257,-31.571,-33.804,4475
-11.306,13.926,-26.983,-27.332,4476
-18.228,1.6544,-29.889,-33.031,4477
-5.1539,10.471,-15.221,-14.83,4478
0.61484,21.172,-16.402,-9.8212,4479
8.5724,18.196,-10.828,2.6036,4480
23.25,24.258,3.8232,17.72,4481
24.634,15.521,12.093,23.938,4482
33.399,20.201,26.126,35.604,4483
28.204,14.123,20.541,27.676,4484
27.645,22.065,18.852,28.513,4485
29.826,19.223,15.295,28.529,4486
45.504,36.332,32.241,43.832,4487
30.581,15.115,20.537,28.729,4488
37.787,26.702,31.847,34.171,4489
37.175,20.525,35.197,37.524,4490
34.108,22.722,34.663,38.09,4491
31.087,16.234,30.453,36.327,4492
38.445,20.393,42.028,44.978,4493
30.807,21.995,32.688,31.914,4494
22.856,19.611,16.347,13.069,4495
15.305,10.009,4.5238,-0.30572,4496
10.426,8.7512,2.0085,1.6329,4497
15.694,19.703,4.5577,2.9843,4498
11.167,7.7957,2.8551,-1.7303,4499
22.106,19.876,18.029,10.859,4500
22.082,11.735,20.896,14.35,4501
26.892,14.397,38.328,34.643,4502
22.369,1.3392,40.499,42.643,4503
15.631,1.6571,34.25,41.506,4504
-2.0921,-25.026,13.284,28.84,4505
15.159,-1.2712,31.516,47.873,4506
19.13,1.8977,34.232,49.647,4507
32.776,10.849,47.632,61.325,4508
26.208,2.7462,41.295,50.62,4509
22.045,0.81733,53.092,54.994,4510
34.369,9.8342,79.888,76.199,4511
37.706,7.1045,85.391,81.656,4512
25.802,3.2455,73.209,68.997,4513
16.407,-1.1006,54.562,51.112,4514
13.354,2.7005,35.058,33.133,4515
5.9613,-5.6366,17.225,20.798,4516
13.953,10.833,28.778,31.39,4517
-0.51967,-9.6606,20.567,22.144,4518
-4.7899,-4.195,16.38,22.863,4519
-17.629,-18.585,0.59923,11.813,4520
-19.008,-13.66,-7.5817,5.2509,4521
-21.112,-15.299,-23.789,-5.3336,4522
-2.6312,2.8836,-1.3849,12.284,4523
-14.224,-9.6304,-4.4292,0.16116,4524
-2.4597,0.57925,21.592,13.97,4525
7.3156,7.1503,40.418,22.511,4526
2.0965,1.4588,27.004,11.528,4527
7.3825,10.906,22.639,13.305,4528
-4.9929,-1.8167,-0.45658,3.0411,4529
-10.027,-4.9118,-19.74,-3.9212,4530
3.3223,9.0864,-4.5377,8.2801,4531
-7.8386,4.2354,-2.8902,-2.2665,4532
-29.445,-26.881,-18.542,-21.271,4533
-19.634,-11.882,-10.032,-12.233,4534
-39.348,-35.06,-38.124,-33.825,4535
-36.033,-23.44,-35.536,-28.782,4536
-29.432,-14.265,-27.939,-27.209,4537
-8.0167,2.4813,3.1525,-4.6423,4538
-10.29,-13.193,8.732,-4.8121,4539
2.2647,-0.94306,17.936,1.2662,4540
9.3877,5.5484,19.919,5.6942,4541
5.2403,2.6248,8.657,-4.4526,4542
2.8176,-1.385,-10.613,-19.749,4543
-1.1497,-1.9214,-21.905,-24.566,4544
-3.7846,4.49,-24.839,-28.031,4545
-18.297,-4.2374,-41.564,-45.742,4546
-28.731,3.8938,-43.566,-49.06,4547
-33.763,-8.7403,-28.81,-33.304,4548
-25.62,-3.2753,-4.2536,-10.411,4549
-31.656,-15.887,-9.0719,-15.101,4550
-14.984,-5.5256,4.7086,-3.3001,4551
-10.126,-11.256,5.7446,-0.85917,4552
11.912,8.6538,25.123,14.148,4553
6.4607,2.426,15.477,1.6996,4554
-4.2954,4.1643,2.8375,-10.191,4555
-10.317,-0.55945,-8.8797,-22.921,4556
-18.009,0.6187,-21.526,-33.596,4557
-26.402,-8.3897,-38.773,-39.731,4558
-26.421,-11.622,-37.507,-30.029,4559
-26.626,-11.027,-29.586,-25.291,4560
-33.679,-27.465,-33.244,-31.563,4561
-22.654,-21.54,-20.974,-19.437,4562
-3.9022,-12.389,-4.4379,-0.54832,4563
-0.61593,-6.0737,3.8394,0.33537,4564
-16.681,-19.092,-3.4935,-9.266,4565
-10.61,-8.6027,9.9904,5.7465,4566
-15.715,-19.213,-1.7199,-2.3164,4567
-14.112,-13.217,-9.9215,-7.104,4568
-8.5629,-21.084,-11.257,-6.3149,4569
9.8987,-2.1599,3.7095,2.2587,4570
5.3645,-13.973,1.1971,-7.61,4571
12.424,-4.0091,9.597,-2.2162,4572
-6.9752,-16.762,-11.845,-24.612,4573
-19.119,-17.63,-23.004,-31.036,4574
-17.768,-5.6263,-21.636,-26.538,4575
-30.875,-21.597,-33.132,-35.596,4576
-30.667,-18.753,-28.439,-27.16,4577
-15.935,-18.662,-9.0562,-7.9532,4578
-9.6709,-12.103,4.172,2.0357,4579
-18.652,-24.694,-6.2026,-7.2784,4580
-0.18266,-7.0556,7.4046,5.9669,4581
-5.6317,-14.668,0.32744,1.6884,4582
1.5668,-5.8724,4.232,6.0301,4583
-0.31788,-7.2736,-4.5671,-0.58551,4584
-6.9895,-4.7191,-18.166,-12.304,4585
-6.2404,-8.5188,-21.228,-16.231,4586
-4.6407,-3.7123,-12.396,-10.516,4587
-11.838,-11.309,-9.7142,-12.601,4588
-8.2735,-7.189,-1.3603,-4.5564,4589
-27.068,-18.997,-16.227,-18.904,4590
-31.248,-15.843,-21.802,-25.895,4591
-20.873,-9.9772,-16.659,-17.367,4592
-8.2569,-11.54,-7.4724,-2.1101,4593
5.5949,3.2972,-0.48643,6.5095,4594
-3.6902,-5.4492,-11.812,-5.768,4595
-13.267,-4.8028,-22.522,-17.378,4596
-20.623,-11.044,-32.58,-27.224,4597
-15.977,-1.4305,-25.427,-23.708,4598
-26.027,-21.191,-32.29,-30.038,4599
-6.3026,-1.3047,-11.958,-10.061,4600
-5.8443,-8.3119,-10.697,-11.585,4601
5.0735,-0.70644,3.987,1.5744,4602
7.2482,-1.8349,4.7499,-1.7316,4603
7.2287,6.9834,6.7641,-0.8345,4604
3.8617,-1.502,0.99509,-5.1366,4605
4.1685,-6.5533,4.4488,-1.0706,4606
19.163,16.868,20.504,14.454,4607
16.934,9.2958,11.301,3.838,4608
7.329,-2.056,-0.10769,-3.3375,4609
2.5955,-12.876,2.3588,2.2287,4610
9.0944,-0.2268,13.053,13.857,4611
9.1441,-2.3229,8.4892,11.058,4612
15.433,12.094,18.428,17.301,4613
9.0808,6.0912,10.054,9.9978,4614
12.713,13.328,9.0277,7.3548,4615
-1.3345,-4.7909,-5.5505,-4.9682,4616
11.351,15.17,7.079,12.637,4617
9.2508,12.245,1.0918,6.7575,4618
3.3342,4.9004,-6.3076,1.3295,4619
16.195,11.831,11.098,13.277,4620
18.793,13.082,21.927,18.889,4621
5.101,6.0846,3.7357,4.8004,4622
13.729,13.882,5.4293,9.6395,4623
28.875,28.049,17.541,24.085,4624
30.666,12.675,18.7,26.01,4625
37.373,25.608,28.34,34.7,4626
26.809,16.546,22.514,24.236,4627
25.659,16.013,16.442,18.501,4628
12.616,-3.927,7.4558,12.656,4629
7.5303,-2.7631,5.1864,10.389,4630
19.776,28.217,-1.8247,4.191,4631
25.191,38.334,8.0331,9.3443,4632
0.31181,4.3524,-9.3031,-9.296,4633
6.9388,19.254,-3.9588,-8.9952,4634
-2.2988,1.2148,-15.526,-22.014,4635
4.9131,9.0238,-5.4543,-11.674,4636
3.7052,11.519,-3.1008,-8.1687,4637
-7.7908,-2.2749,-10.451,-14.937,4638
5.021,12.661,-1.7574,-7.3806,4639
18.242,17.123,10.144,4.9677,4640
16.402,15.902,6.7631,3.1346,4641
12.623,7.6509,-0.76972,-2.9836,4642
23.162,19.777,11.78,13.284,4643
20.545,16.244,1.3582,8.443,4644
23.886,23.993,4.3018,13.71,4645
10.663,3.0748,7.5446,14.099,4646
16.754,11.458,17.141,20.048,4647
19.346,7.8555,11.532,20.649,4648
18.764,13.127,12.119,20.538,4649
6.3335,0.26136,-0.35118,6.2513,4650
1.8419,-0.3197,-1.0727,5.9667,4651
-4.1527,-9.8375,-7.3795,1.701,4652
9.7431,-0.99739,11.447,16.273,4653
-0.64247,-1.6873,4.7101,5.4139,4654
-13.579,-18.861,-9.7943,-3.6102,4655
-4.4649,-16.122,-6.3332,4.7156,4656
13.385,5.0151,13.395,22.099,4657
6.9225,2.608,13.219,15.884,4658
-9.0163,-12.204,-5.2984,-5.2296,4659
3.0045,7.6455,2.6484,4.3162,4660
-4.6857,-12.051,-11.877,-9.2204,4661
4.24,3.3933,-1.3185,-3.2529,4662
1.0437,-3.928,0.88699,-1.9,4663
-10.299,-11.739,-11.57,-12.316,4664
-25.725,-36.458,-17.923,-17.934,4665
-3.1711,-6.0955,2.941,-0.36806,4666
2.765,10.201,-2.7662,-2.1533,4667
6.2951,8.1336,9.844,14.05,4668
3.7946,-3.4506,14.464,17.786,4669
4.8277,-9.8678,10.293,11.383,4670
7.2088,-4.3175,6.525,4.6234,4671
12.712,3.4633,16.164,17.085,4672
22.062,11.708,29.087,30.487,4673
22.545,2.8237,34.618,29.781,4674
22.68,5.3527,29.391,19.863,4675
13.075,-7.5712,21.93,10.417,4676
26.4,10.921,38.843,25.3,4677
24.143,3.0293,29.634,21.251,4678
25.347,8.7432,34.398,31.478,4679
12.86,-3.6198,23.031,20.402,4680
8.8421,2.1023,10.655,5.2336,4681
5.294,-8.6776,3.7233,2.191,4682
22.205,7.5782,24.519,26.864,4683
3.0821,-11.279,5.6936,10.187,4684
1.5604,-14.822,7.8733,10.159,4685
14.887,-1.0884,22.212,18.124,4686
10.445,-2.8155,13.247,9.3309,4687
12.072,11.266,8.2571,5.7367,4688
4.8058,-1.4026,1.5238,-0.002166,4689
1.9473,-5.2872,-2.6574,-4.725,4690
-4.3535,-13.297,-5.7993,-10.785,4691
0.7393,-1.5662,1.4576,-3.8219,4692
-3.1945,-10.556,-2.8905,-7.6954,4693
10.571,5.1972,7.5708,3.6645,4694
-5.7625,-14.287,-8.7939,-11.079,4695
17.523,8.7947,13.647,7.2153,4696
12.826,6.9759,10.967,5.0693,4697
4.9268,1.3552,5.1993,0.51298,4698
7.4398,-0.32384,0.96065,-5.2044,4699
1.5979,-4.7271,-2.6252,-12.676,4700
-1.4583,-8.0287,-2.7689,-13.83,4701
6.5305,-0.75318,0.046673,-9.4889,4702
7.1035,1.4242,-1.9001,-9.1418,4703
14.701,1.5432,7.1277,1.6637,4704
16.273,2.0124,11.264,6.0073,4705
7.0911,-9.7292,5.1326,2.2888,4706
14.032,3.9216,8.4208,9.0905,4707
21.784,2.5858,11.543,17,4708
24.878,11.504,20.631,24.03,4709
-40.899,-25.663,-39.818,-40.559,4710
-17.81,19.055,-31.305,-36.635,4711
-25.279,-0.69347,-28.923,-33.223,4712
-29.899,-15.443,-29.111,-29.108,4713
-25.153,-5.7858,-25.771,-22.863,4714
-10.025,2.837,-4.8615,-3.24,4715
-15.984,-12.375,-9.4071,-7.6644,4716
-24.078,-18.96,-13.051,-12.769,4717
-10.084,-2.6379,-4.3288,-8.357,4718
-22.707,-12.466,-20.601,-25.626,4719
-18.618,-2.5941,-13.832,-17.109,4720
-23.927,-15.921,-13.97,-16.06,4721
-22.876,-5.9764,-21.185,-26.658,4722
-29.376,-12.339,-31.378,-36.056,4723
-12.958,3.9029,-11.253,-16.662,4724
-33.804,-20.504,-36.95,-39.368,4725
-20.763,-4.5095,-22.416,-18.827,4726
-2.579,6.2214,-1.7735,2.4062,4727
-9.2731,1.1678,-4.4112,-2.2593,4728
-1.6015,-2.163,7.1157,7.923,4729
12.114,9.7288,21.999,18.454,4730
-4.4592,-3.9525,3.1685,-1.8669,4731
-0.25104,0.4478,10.328,2.8499,4732
-11.335,-0.47955,-2.4299,-11.929,4733
-23.857,-12.613,-27.726,-30.341,4734
-28.235,-14.456,-33.69,-32.731,4735
-37.556,-24.794,-40.047,-40.624,4736
-11.041,3.1955,-11.462,-12.846,4737
-8.856,-5.5759,-3.8382,-6.8643,4738
-9.3948,1.7047,1.5616,-5.0142,4739
-10.327,-6.3088,-8.6685,-12.86,4740
-1.9327,9.1131,-9.0923,-13.477,4741
1.3603,10.191,-3.9,-8.917,4742
10.764,13.488,12.497,8.0111,4743
3.5479,-0.094755,8.2082,6.1717,4744
10.529,16.418,16.323,15.264,4745
6.8084,11.047,9.0781,9.1598,4746
-2.2588,1.5752,-4.178,0.97683,4747
-12.339,-4.0995,-11.945,-4.3106,4748
-7.2777,-5.7296,-4.1296,1.6604,4749
-12.54,-7.5075,-5.5652,-0.55147,4750
-15.631,-12.031,-7.9045,-0.88253,4751
-15.814,-10.318,-15.43,-6.4729,4752
-29.674,-26.772,-28.922,-16.171,4753
-29.258,-18.786,-25.292,-15.428,4754
-35.159,-25.994,-28.138,-19.114,4755
-8.8959,3.2632,3.1493,9.5339,4756
-12.519,-10.65,-9.072,1.3269,4757
-2.1245,-2.2675,-4.8208,7.0478,4758
3.9738,-1.3269,4.1703,13.719,4759
19.52,22.275,21.38,28.429,4760
13.292,19.496,9.5888,15.526,4761
2.1849,10.411,-2.5131,0.33614,4762
-9.7004,-4.7457,-11.111,-6.6732,4763
-4.4874,-0.34306,-4.2762,1.2892,4764
1.4949,7.1198,0.77634,4.3741,4765
-9.2552,-5.2581,-8.0615,0.33061,4766
-15.525,-8.1334,-14.198,-7.9005,4767
-4.0002,-2.6036,-3.3114,0.43134,4768
10.28,8.8987,19.188,22.025,4769
6.1594,-14.849,25.785,25.978,4770
41.819,27.202,49.459,41.957,4771
24.065,12.199,24.091,20.498,4772
19.138,10.2,28.466,24.377,4773
19.395,6.8514,29.538,25.035,4774
9.9476,5.9189,18.76,13.919,4775
2.5387,-0.94436,5.094,1.9873,4776
-0.4521,-3.5963,0.83402,1.4706,4777
-6.6178,-6.7636,-15.094,-11.433,4778
1.9934,2.5561,-8.6367,-4.8068,4779
-4.0332,0.26805,-15.515,-15.482,4780
-4.5182,-1.8818,-13.645,-12.032,4781
5.357,3.4326,-0.028274,4.5071,4782
4.4587,4.9688,-3.5905,0.18041,4783
-2.2221,10.854,-6.8831,-6.9378,4784
-10.438,-5.4474,-11.791,-9.2093,4785
-1.6481,1.8553,5.6656,6.5207,4786
-7.8971,-14.397,7.877,8.3688,4787
6.5991,1.5428,19.117,21.344,4788
5.3546,3.3957,6.6607,9.7519,4789
23.623,23.742,30.373,27.454,4790
21.952,6.0544,24.716,23.906,4791
21.026,13.798,12.459,17.544,4792
15.195,10.223,5.2567,6.8046,4793
17.764,12.843,4.8144,5.2549,4794
19.313,17.683,-1.9071,4.225,4795
9.1617,9.0747,-10.625,-3.6898,4796
1.6661,9.4692,-14.971,-12.584,4797
2.4192,3.5935,-13.099,-13.053,4798
14.273,7.4522,3.9503,3.2831,4799
2.528,-5.7892,-3.0252,-1.8751,4800
-3.5913,-2.2941,-10.807,-9.6073,4801
0.30987,-9.7226,-12.85,-14.811,4802
1.19,-4.228,-7.5026,-10.328,4803
-0.45221,-6.4496,-7.1262,-5.146,4804
15.415,11.856,5.6537,8.4217,4805
4.442,-1.3077,-8.6833,-3.5077,4806
5.5896,6.4073,-6.6686,-4.9382,4807
-5.2183,-4.2171,-16.937,-19.457,4808
-18.554,-25.905,-20.617,-19.14,4809
-28.001,-33.09,-25.986,-21.425,4810
-5.8217,12.536,-16.108,-15.258,4811
0.43408,8.9686,-0.021658,-1.9603,4812
5.6759,-4.6416,20.687,17.316,4813
2.8149,-7.7966,18.949,12.35,4814
12.862,-1.552,32.704,22.502,4815
26.673,18.628,40.471,30.913,4816
14.381,1.8988,20.928,11.636,4817
10.04,3.8382,14.241,3.2739,4818
-9.6122,-11.561,-4.3617,-14.19,4819
-4.9808,2.4887,0.88221,-11.91,4820
-17.683,-13.609,-26.685,-34.9,4821
-10.75,0.41198,-33.481,-35.904,4822
-37.015,-25.816,-58.727,-60.565,4823
-29.916,-12.258,-48.888,-48.628,4824
-8.9977,-0.79712,-26.01,-22.704,4825
-0.46802,-5.0321,-7.3571,-8.171,4826
2.2174,-2.4831,-3.2007,-5.5601,4827
-0.038889,-3.7572,-6.4519,-8.4466,4828
-4.0733,-0.92041,-10.377,-12.11,4829
-0.50279,0.54703,-2.6567,-1.7665,4830
9.3205,8.6445,13.441,13.304,4831
-4.7482,-7.0034,-0.54301,1.4521,4832
-2.1372,-4.0903,-2.1175,4.4228,4833
3.5883,3.3491,-2.6134,4.7767,4834
4.8811,11.413,-1.5541,3.7831,4835
-0.92914,-0.7609,-6.6557,1.4606,4836
-5.1925,7.7579,-11.821,-6.2651,4837
-18.935,-7.1325,-32.265,-26.551,4838
-2.4889,8.2925,-15.957,-9.6013,4839
-7.4191,-1.526,-15.919,-12.816,4840
-15.061,-6.8422,-17.012,-16.256,4841
-14.216,-8.5738,-15.603,-13.072,4842
-8.9587,-9.9183,-2.9375,0.10515,4843
-12.512,-9.2562,-4.7154,-7.7019,4844
6.0911,14.003,3.219,-3.2932,4845
0.42026,10.321,2.532,-6.7278,4846
-11.861,-10.477,-2.0344,-12.818,4847
0.46889,6.0417,6.9192,-0.46652,4848
-2.1391,6.3822,4.011,-1.6884,4849
-6.2136,5.029,3.3947,-2.3043,4850
-14.342,-9.0296,-5.0249,-9.7946,4851
4.8551,12.385,13.039,4.1125,4852
1.9384,-0.69409,8.8162,0.54932,4853
-1.7663,5.464,8.7936,4.7366,4854
-17.608,-4.6681,-8.1607,-13.753,4855
-12.237,-3.6752,0.18242,-9.1659,4856
-29.106,-19.592,-16.965,-20.78,4857
-18.718,-8.1111,-10.374,-8.8708,4858
-6.486,-2.5477,-1.0925,-0.31912,4859
-13.617,-6.217,-8.7548,-9.4056,4860
-8.4503,3.6721,-4.0105,-3.1087,4861
-5.1863,2.3314,-6.3591,-4.2222,4862
0.20572,8.755,-1.48,-2.7024,4863
-4.9625,0.18208,0.15153,-1.1266,4864
-1.0729,10.233,0.96548,5.7526,4865
-4.3858,-1.3994,-5.0296,-1.7409,4866
1.1795,4.9703,3.2485,0.40302,4867
-7.7873,-5.6822,-9.6629,-10.598,4868
-5.3184,1.9494,-5.6411,-8.5423,4869
-9.431,-4.3031,-4.0914,-10.401,4870
-0.4558,7.4632,2.8797,-1.4599,4871
3.9755,7.8717,-5.0897,-7.3489,4872
5.132,9.6508,-0.48851,-7.5573,4873
1.4025,8.1478,1.2549,-7.8141,4874
10.796,18.112,3.5634,-4.7894,4875
-0.029083,8.6111,-9.3005,-16.608,4876
5.253,11.589,2.7032,-2.3528,4877
5.9868,12.41,10.672,6.6104,4878
-10.458,-7.4069,5.0522,0.41282,4879
-0.89066,4.2801,21.135,17.587,4880
-3.1378,-6.0044,23.267,19.63,4881
11.465,6.7179,42.981,41.452,4882
13.963,-4.721,42.34,48.433,4883
11.92,0.058672,41.596,44.211,4884
9.4627,-1.7562,35.915,39.452,4885
19.81,7.5998,37.809,41.399,4886
23.281,8.9909,40.116,41.369,4887
38.192,21.733,53.102,52.087,4888
16.301,-9.6303,26.64,28.835,4889
32.26,12.356,42.861,43.396,4890
26.494,8.6696,39.475,31.138,4891
-4.4463,-28.661,21.961,14.57,4892
13.658,13.744,24.999,19.167,4893
11.539,14.372,7.0567,-0.90635,4894
1.2023,0.42014,8.4461,2.4082,4895
2.1115,4.0817,4.3363,2.0347,4896
-3.1007,0.35205,-7.2519,-5.6203,4897
-0.80469,-0.26856,-11.031,-1.6182,4898
8.1058,13.844,-4.5687,4.6085,4899
3.0988,2.4766,-6.103,3.8935,4900
26.486,34.002,11.696,17.723,4901
11.627,15.938,-4.9549,-3.7922,4902
6.8697,9.2878,-3.7646,-3.3038,4903
2.4618,1.208,-0.27234,4.0818,4904
-4.4568,4.1932,-2.1998,-0.39489,4905
-22.132,-9.912,-25.312,-25.213,4906
-10.589,1.8961,-22.245,-18.762,4907
-23.677,-0.73324,-43.455,-38.065,4908
-37.138,-15.607,-56.353,-49.669,4909
-20.645,5.2068,-32.899,-27.791,4910
-23.132,-5.0678,-33.698,-24.461,4911
-18.165,1.215,-38.91,-26.305,4912
-11.759,3.3393,-28.529,-13.486,4913
-1.8321,10.578,-1.9936,7.4243,4914
-5.3259,-2.6409,-2.1523,2.1212,4915
9.8988,14.093,11.264,17.528,4916
5.8271,4.4156,8.5475,14.41,4917
9.443,8.2147,17,15.614,4918
2.2303,-6.1939,7.1929,5.7077,4919
11.004,6.8517,13.024,8.1974,4920
5.5624,3.2481,7.6326,1.0808,4921
5.7998,0.75472,6.1064,2.7359,4922
1.8898,-4.6467,5.4337,-1.8955,4923
7.9829,-1.0918,16.881,7.9311,4924
14.379,6.8922,18.641,14.117,4925
10.352,-0.46416,8.0403,8.0475,4926
-1.9883,-0.53976,-7.554,-4.9148,4927
-18.81,-14.624,-21.852,-17.192,4928
-5.1813,-2.5678,-4.6959,-5.0604,4929
-15.621,-22.54,-17.203,-17.944,4930
-5.0732,-3.7038,-10.274,-13.064,4931
-2.6093,-3.8297,-6.6844,-13.103,4932
-19.912,-19.984,-12.546,-16.711,4933
-15.439,-12.304,-22.789,-23.676,4934
13.422,25.174,-9.0221,-11.533,4935
-7.4117,-3.1987,-16.002,-12.893,4936
-3.8197,-5.7027,-5.4712,0.19531,4937
-10.662,-18.728,-12.034,-2.3828,4938
-5.7984,-13.097,2.3677,13.539,4939
6.5597,0.97917,15.353,25.984,4940
-3.0437,-11.688,7.1471,17.677,4941
-7.8349,-10.403,7.9338,12.792,4942
-11.245,-16.177,3.2162,4.8419,4943
-5.6259,-5.7157,4.0521,1.8451,4944
-8.5925,-13.464,-6.0305,-4.9288,4945
0.64332,3.1758,-3.801,-4.0014,4946
-5.74,-8.7416,-12.907,-12.091,4947
-4.7825,-0.23786,-8.0235,-8.3679,4948
-28.014,-25.207,-34.776,-33.894,4949
-10.956,-10.794,-16.126,-16.793,4950
-5.1263,-10.753,-13.344,-15.207,4951
-11.127,-12.411,-17.976,-15.455,4952
-3.2226,-4.6133,-10.444,-9.9376,4953
-0.0098822,-0.96088,-8.5006,-8.2116,4954
-13.118,-10.184,-15.602,-16.581,4955
-12.635,-11.752,-12.183,-16.517,4956
-0.24785,-1.4323,-0.052814,-0.94434,4957
11.599,-0.93116,10.729,9.0292,4958
15.871,1.792,20.217,15.421,4959
13.856,-6.0873,21.901,19.627,4960
10.824,-3.2948,20.098,17.257,4961
7.4079,-7.6106,15.354,16.255,4962
20.354,9.4679,23.735,26.557,4963
-1.7763,-12.547,-6.8486,-5.5866,4964
2.5761,1.0384,-1.9646,-1.627,4965
-6.8353,-12.243,-11.514,-7.3525,4966
-9.6583,-3.1869,-20.652,-15.795,4967
-15.524,-8.5752,-27.864,-28.027,4968
-5.4623,-4.9608,-17.129,-16.444,4969
-13.117,-10.624,-19.344,-17.48,4970
-14.092,-9.6319,-14.779,-14.258,4971
-10.093,-3.1869,-13.597,-12.874,4972
0.86418,0.49016,-8.5028,-8.1257,4973
23.294,15.116,12.859,14.499,4974
12.817,-0.15741,10.723,17.308,4975
5.4999,6.8455,8.8203,16.778,4976
0.70089,-3.7271,1.173,5.3388,4977
6.5163,3.2468,1.7336,1.6834,4978
-4.1667,-3.9899,-9.9248,-9.3275,4979
5.4656,9.0309,-0.35964,2.149,4980
0.11633,-2.9326,-4.1687,-3.0633,4981
1.5525,6.8958,6.3252,1.9973,4982
-5.9684,1.1375,6.4381,3.1238,4983
1.7538,5.6386,19.902,16.846,4984
9.832,3.0864,29.432,26.736,4985
11.74,5.5857,36.139,32.768,4986
2.4028,0.93927,27.622,22.481,4987
-8.1148,-8.2861,12.762,10.487,4988
-3.8386,-2.976,7.6204,5.1406,4989
7.2325,4.5011,13.189,6.8903,4990
15.236,14.287,27.358,12.266,4991
22.834,11.028,39.873,25.318,4992
16.664,18.917,24.119,19.053,4993
-7.0003,3.3193,-11.138,-9.6703,4994
0.073174,15.707,-2.0137,-3.4692,4995
-7.6263,-2.1596,-5.5566,-7.0151,4996
6.336,10.648,22.164,22.01,4997
10.572,5.8354,19.473,25.618,4998
6.5949,5.1964,5.981,11.961,4999
-2.5641,1.5229,2.0859,2.4756,5000
2.3813,8.9411,9.9487,11.233,5001
1.9913,7.3586,9.7241,10.906,5002
3.1586,7.7419,11.036,12.046,5003
1.983,3.4786,6.969,8.8253,5004
3.3018,1.0286,8.0128,10.433,5005
11.224,15.261,13.408,16.339,5006
6.9663,7.0148,10.224,10.705,5007
8.9424,14.671,20.246,21.487,5008
11.595,10.398,22.455,27.224,5009
17.328,18.665,26.388,30.337,5010
10.987,5.8667,17.654,28.113,5011
21.759,18.872,28.248,36.598,5012
8.187,6.671,10.269,14.544,5013
6.1743,8.2254,4.6058,5.973,5014
8.8473,5.7363,-1.7891,4.0165,5015
18.486,25.918,12.829,21.342,5016
13.326,14.604,10.457,16.285,5017
3.9568,-4.127,-0.5731,2.2739,5018
8.1124,-2.3034,12.848,14.283,5019
17.493,5.7864,32.259,33.875,5020
23.4,12.569,43.346,40.628,5021
28.859,11.552,45.831,41.173,5022
21.34,14.48,33.531,35.879,5023
12.529,10.15,21.147,26.582,5024
9.5447,16.515,13.942,17.218,5025
-15.307,-12.31,-14.125,-9.1586,5026
-0.59263,1.6996,-6.8682,-5.3845,5027
-4.8719,-9.884,-11.893,-8.6069,5028
-2.6978,-0.61313,-3.5638,-5.3606,5029
10.646,4.1858,5.4963,6.7393,5030
24.36,16.287,22.331,23.77,5031
9.2067,1.1066,3.61,4.5193,5032
9.6074,7.4813,11.126,10.219,5033
-1.8445,1.4681,4.5264,5.2399,5034
-14.938,-7.6941,-10.245,-1.2775,5035
-22.005,-11.018,-20.558,-11.438,5036
-31.126,-25.7,-34.162,-23.551,5037
-27.112,-15.047,-29.142,-24.255,5038
-24.2,-19.286,-29.775,-28.935,5039
-23.188,-22.633,-18.765,-16.725,5040
-16.885,-4.9758,-23.821,-22.832,5041
11.904,26.363,-11.608,-15.531,5042
7.9785,2.0582,1.5219,1.1286,5043
6.5557,7.4088,5.7901,4.5253,5044
-10.414,-11.331,-18.711,-13.909,5045
4.5884,7.5585,-2.9326,0.90658,5046
-9.15,-9.5837,-20.719,-23.53,5047
-9.4055,-7.6943,-19.091,-22.837,5048
-4.108,-5.5359,-14.933,-19.743,5049
-5.3774,-4.3282,-19.328,-22.016,5050
3.5772,1.2767,-11.433,-12.681,5051
-0.60971,-9.5689,-15.564,-13.576,5052
-11.015,-11.071,-19.679,-18.833,5053
-9.3041,-17.506,-10.456,-14.796,5054
