7873989,-4.5269,0.4238,2.7747,18.038,48.329,128.08,215.56,285.6,321.66,332.16,305.99,284.1,238.24,211.58,183.91,162.87,131.25,103.14,77.049,53.663,43.191,26.778
12686482437984738,-0.9715,21.241,19.27,29.867,26.402,31.835,29.275,27.599,34.062,22.932,27.268,29.837,32.063,25.589,26.758,12.375,19.611,22.065,25.132,14.88
激动,-21.669,-23.793,-27.516,-7.7914,0.61513,-19.16,-15.033,-26.543,-29.021,-38.236,-25.953,-22.644,-14.137,-13.58,-14.657,-15.42,-5.8923,-4.3496,-10.626,-13.172,-15.639,-1.8167,-1.9453,7.6797
feature,-15.42,-5.8923,-4.3496,-10.626,-13.172,-15.639,-1.8167,-1.9453,7.6797,0.36944,7.0104
qwe,14.063,21.122,26.758,24.205,32.604,34.732,36.668,23.791,26.374,14.462,15.304,8.6856
